precinct,country,county_lat,county_long,constitution,Democratic-Farmer-Labor,american delta,libertarian,green,republican,,Independence,Socialist Workers,Legal Marijuana Now
SILVER LAKE CITY|130,McLeod County,44.821657,-94.272323,2,108,0,20,5,255,7,4,0,5
STEWART CITY|135,McLeod County,44.821657,-94.272323,0,48,0,17,5,141,2,5,0,3
SUMTER TOWNSHIP|140,McLeod County,44.821657,-94.272323,3,55,0,8,1,213,0,11,0,0
WINSTED CITY|145,McLeod County,44.821657,-94.272323,10,235,0,48,8,791,2,32,0,5
WINSTED TOWNSHIP|150,McLeod County,44.821657,-94.272323,8,137,0,18,3,385,3,14,0,1
ACTON TWP.|5,Meeker County,45.123155,-94.527346,2,59,0,7,0,123,1,3,0,0
CEDAR MILLS TWP.|15,Meeker County,45.123155,-94.527346,1,35,0,9,2,164,2,7,0,2
CEDAR MILLS|10,Meeker County,45.123155,-94.527346,0,6,0,2,0,16,0,3,0,0
COLLINWOOD TWP.|20,Meeker County,45.123155,-94.527346,2,137,0,20,6,469,7,24,0,0
COSMOS TWP.|30,Meeker County,45.123155,-94.527346,0,23,0,8,1,89,0,2,0,0
COSMOS|25,Meeker County,45.123155,-94.527346,3,74,0,14,3,131,1,3,0,2
DANIELSON TWP.|35,Meeker County,45.123155,-94.527346,1,44,0,12,2,97,2,2,0,1
DARWIN TWP.|45,Meeker County,45.123155,-94.527346,2,97,0,14,4,295,1,7,0,5
DARWIN|40,Meeker County,45.123155,-94.527346,0,44,0,9,2,113,2,6,1,0
DASSEL TWP.|55,Meeker County,45.123155,-94.527346,4,223,0,26,3,632,4,17,0,3
DASSEL|50,Meeker County,45.123155,-94.527346,1,191,0,29,4,488,2,30,0,3
EDEN VALLEY|60,Meeker County,45.123155,-94.527346,1,54,0,7,3,170,6,2,0,1
ELLSWORTH TWP.|65,Meeker County,45.123155,-94.527346,4,127,0,25,3,396,9,10,1,1
FOREST CITY TWP.|70,Meeker County,45.123155,-94.527346,0,84,0,16,5,287,0,10,1,2
FOREST PRAIRIE TWP.|75,Meeker County,45.123155,-94.527346,1,93,0,11,5,371,3,7,0,0
GREENLEAF TWP.|80,Meeker County,45.123155,-94.527346,0,142,0,18,1,294,2,10,0,1
GROVE CITY|85,Meeker County,45.123155,-94.527346,1,62,0,14,0,167,0,6,0,1
HARVEY TWP.|90,Meeker County,45.123155,-94.527346,0,53,0,10,0,137,2,3,1,1
KINGSTON TWP.|100,Meeker County,45.123155,-94.527346,5,129,0,16,5,542,6,10,0,6
KINGSTON|95,Meeker County,45.123155,-94.527346,0,14,0,2,1,76,0,4,0,0
LITCHFIELD TWP.|130,Meeker County,45.123155,-94.527346,1,141,0,19,3,360,5,3,0,2
LITCHFIELD W-1|105,Meeker County,45.123155,-94.527346,5,288,1,28,3,358,5,15,2,4
LITCHFIELD W-2|110,Meeker County,45.123155,-94.527346,10,214,1,18,7,388,7,8,0,4
LITCHFIELD W-3|115,Meeker County,45.123155,-94.527346,1,200,0,31,9,333,3,8,1,1
LITCHFIELD W-4|120,Meeker County,45.123155,-94.527346,2,200,0,26,6,400,5,22,0,1
LITCHFIELD W-5|125,Meeker County,45.123155,-94.527346,3,180,0,25,7,324,4,10,2,3
MANANNAH TWP.|135,Meeker County,45.123155,-94.527346,0,52,0,6,3,195,1,3,0,2
SWEDE GROVE TWP.|140,Meeker County,45.123155,-94.527346,1,41,0,4,2,133,4,1,1,1
UNION GROVE TWP.|145,Meeker County,45.123155,-94.527346,1,84,0,11,2,266,1,3,0,1
WATKINS|150,Meeker County,45.123155,-94.527346,1,100,0,11,2,290,0,5,0,3
BOCK|5,Mille Lacs County,45.929043,-93.632996,0,6,0,4,0,22,0,0,0,0
BOGUS BROOK TWP.|10,Mille Lacs County,45.929043,-93.632996,8,149,0,35,8,545,8,10,0,6
BORGHOLM TWP.|15,Mille Lacs County,45.929043,-93.632996,2,181,0,41,4,662,2,6,0,2
BRADBURY TWP.|20,Mille Lacs County,45.929043,-93.632996,0,26,0,4,0,63,1,1,0,0
DAILEY TWP.|25,Mille Lacs County,45.929043,-93.632996,0,26,0,4,0,81,0,0,0,0
EAST SIDE TWP.|30,Mille Lacs County,45.929043,-93.632996,0,162,0,8,5,259,5,2,0,0
FORESTON|35,Mille Lacs County,45.929043,-93.632996,1,52,0,6,2,164,1,9,0,1
GREENBUSH TWP.|40,Mille Lacs County,45.929043,-93.632996,0,151,0,30,8,460,4,11,0,2
HAYLAND TWP.|45,Mille Lacs County,45.929043,-93.632996,0,60,0,5,0,186,0,3,0,0
ISLE HARBOR TWP.|55,Mille Lacs County,45.929043,-93.632996,1,78,0,9,3,214,1,0,0,2
ISLE|50,Mille Lacs County,45.929043,-93.632996,0,161,0,9,6,242,5,7,1,6
KATHIO TWP.|60,Mille Lacs County,45.929043,-93.632996,0,376,0,10,8,212,4,4,0,3
LEWIS TWP.|65,Mille Lacs County,45.929043,-93.632996,0,7,0,0,1,9,1,1,0,0
MILACA TWP.|75,Mille Lacs County,45.929043,-93.632996,6,171,0,39,7,614,2,14,0,3
MILACA|70,Mille Lacs County,45.929043,-93.632996,4,451,0,39,10,845,6,24,0,5
MILO TWP.|80,Mille Lacs County,45.929043,-93.632996,9,158,0,23,7,563,4,11,0,5
MUDGETT TWP.|85,Mille Lacs County,45.929043,-93.632996,1,7,2,1,1,34,0,3,0,0
ONAMIA TWP.|95,Mille Lacs County,45.929043,-93.632996,2,73,0,7,9,162,1,4,0,2
ONAMIA|90,Mille Lacs County,45.929043,-93.632996,2,130,0,12,7,173,0,8,0,2
PAGE TWP.|100,Mille Lacs County,45.929043,-93.632996,1,84,0,16,3,260,2,9,0,1
PEASE|105,Mille Lacs County,45.929043,-93.632996,0,34,0,2,0,69,1,4,0,1
PRINCETON TWP.|115,Mille Lacs County,45.929043,-93.632996,6,269,0,48,7,856,6,20,0,2
PRINCETON|110,Mille Lacs County,45.929043,-93.632996,10,711,2,88,28,1302,14,40,2,14
SOUTH HARBOR TWP.|120,Mille Lacs County,45.929043,-93.632996,4,138,0,8,3,261,0,6,0,0
WAHKON|125,Mille Lacs County,45.929043,-93.632996,0,49,0,3,1,82,0,2,0,0
AGRAM TOWNSHIP|5,Morrison County,46.020484,-94.266619,0,58,0,9,1,268,0,5,0,1
BELLE PRAIRIE TOWNSHIP|10,Morrison County,46.020484,-94.266619,0,59,0,3,0,328,0,4,0,0
BELLEVUE TOWNSHIP|15,Morrison County,46.020484,-94.266619,1,131,1,14,0,517,1,5,0,0
BOWLUS|20,Morrison County,46.020484,-94.266619,0,25,0,5,2,95,1,3,0,0
BUCKMAN TOWNSHIP|30,Morrison County,46.020484,-94.266619,1,25,0,6,1,290,2,12,0,3
BUCKMAN|25,Morrison County,46.020484,-94.266619,1,13,0,8,0,105,0,1,0,1
BUH TOWNSHIP|35,Morrison County,46.020484,-94.266619,0,25,0,13,2,243,0,0,0,1
CULDRUM TOWNSHIP|45,Morrison County,46.020484,-94.266619,2,32,0,6,2,187,1,2,0,1
CUSHING TOWNSHIP|50,Morrison County,46.020484,-94.266619,1,80,0,10,3,296,4,6,0,0
DARLING TOWNSHIP|55,Morrison County,46.020484,-94.266619,1,51,0,4,3,254,1,1,0,2
ELMDALE TOWNSHIP|65,Morrison County,46.020484,-94.266619,3,56,0,11,3,475,1,8,0,3
ELMDALE|60,Morrison County,46.020484,-94.266619,0,7,0,1,0,53,1,2,2,1
FLENSBURG|70,Morrison County,46.020484,-94.266619,0,20,0,2,0,103,0,0,0,0
GENOLA|75,Morrison County,46.020484,-94.266619,0,4,0,1,0,27,0,1,0,0
GRANITE TOWNSHIP|80,Morrison County,46.020484,-94.266619,0,32,0,6,3,203,1,3,0,2
GREEN PRAIRIE TOWNSHIP|85,Morrison County,46.020484,-94.266619,1,84,0,19,3,324,3,9,1,1
HARDING|90,Morrison County,46.020484,-94.266619,0,17,0,2,1,26,0,1,0,0
HILLMAN TOWNSHIP|100,Morrison County,46.020484,-94.266619,0,20,0,1,1,79,0,0,2,0
HILLMAN|95,Morrison County,46.020484,-94.266619,0,8,0,0,1,6,0,0,0,1
LAKIN TOWNSHIP|105,Morrison County,46.020484,-94.266619,0,49,0,8,1,177,0,0,0,2
LASTRUP|110,Morrison County,46.020484,-94.266619,0,13,1,2,1,33,0,2,0,0
LEIGH TOWNSHIP|115,Morrison County,46.020484,-94.266619,1,8,0,1,4,91,0,3,0,1
LITTLE FALLS TOWNSHIP|135,Morrison County,46.020484,-94.266619,2,240,0,22,3,700,9,17,1,2
LITTLE FALLS W-1|120,Morrison County,46.020484,-94.266619,3,430,0,48,21,722,7,11,1,5
LITTLE FALLS W-2|125,Morrison County,46.020484,-94.266619,7,560,1,43,15,1224,13,24,0,3
LITTLE FALLS W-3|130,Morrison County,46.020484,-94.266619,2,248,0,22,20,787,4,20,2,9
MORRILL TOWNSHIP|140,Morrison County,46.020484,-94.266619,2,42,1,8,0,282,2,1,0,1
MOTLEY TOWNSHIP|150,Morrison County,46.020484,-94.266619,0,21,0,9,4,92,2,1,0,3
MOTLEY|145,Morrison County,46.020484,-94.266619,0,65,0,4,8,177,3,1,0,1
MOUNT MORRIS TOWNSHIP|155,Morrison County,46.020484,-94.266619,0,9,0,0,0,33,0,1,0,0
PARKER TOWNSHIP|160,Morrison County,46.020484,-94.266619,1,60,0,9,2,162,1,2,0,0
PIERZ TOWNSHIP|170,Morrison County,46.020484,-94.266619,0,22,0,4,0,241,0,3,0,0
PIERZ|165,Morrison County,46.020484,-94.266619,1,115,1,13,3,551,6,14,1,0
PIKE CREEK TOWNSHIP|175,Morrison County,46.020484,-94.266619,2,97,0,14,5,436,1,7,0,1
PLATTE TOWNSHIP|180,Morrison County,46.020484,-94.266619,1,19,0,10,0,136,1,4,0,1
PULASKI TOWNSHIP|185,Morrison County,46.020484,-94.266619,0,36,0,4,0,120,0,0,0,0
RANDALL|195,Morrison County,46.020484,-94.266619,4,70,0,9,1,238,1,2,2,3
RICHARDSON TOWNSHIP|200,Morrison County,46.020484,-94.266619,1,43,0,10,2,197,2,7,0,1
RIPLEY TOWNSHIP|205,Morrison County,46.020484,-94.266619,2,77,0,9,5,319,3,6,0,1
ROSING TOWNSHIP|210,Morrison County,46.020484,-94.266619,1,21,0,2,0,88,0,2,0,1
ROYALTON|215,Morrison County,46.020484,-94.266619,4,124,1,19,5,406,1,5,2,1
SCANDIA VALLEY TOWNSHIP|220,Morrison County,46.020484,-94.266619,4,223,0,18,7,572,5,24,0,3
SOBIESKI|225,Morrison County,46.020484,-94.266619,1,23,0,7,0,73,0,3,1,0
SWAN RIVER TOWNSHIP|230,Morrison County,46.020484,-94.266619,1,89,0,4,4,323,0,2,0,0
SWANVILLE TOWNSHIP|240,Morrison County,46.020484,-94.266619,1,30,0,8,4,227,2,4,0,0
SWANVILLE|235,Morrison County,46.020484,-94.266619,4,37,0,0,2,110,0,3,0,2
TWO RIVERS TOWNSHIP|245,Morrison County,46.020484,-94.266619,0,77,0,5,1,362,1,5,0,2
UPSALA|250,Morrison County,46.020484,-94.266619,0,42,0,9,2,167,0,9,1,0
ADAMS TWP.|10,Mower County,43.666249,-92.759514,5,89,0,10,1,137,4,4,0,0
ADAMS|5,Mower County,43.666249,-92.759514,1,144,0,11,6,193,2,7,0,1
AUSTIN TWP.|70,Mower County,43.666249,-92.759514,2,206,0,19,3,276,10,12,1,1
AUSTIN W-1 P-1|15,Mower County,43.666249,-92.759514,6,893,1,42,30,575,17,26,4,3
AUSTIN W-1 P-2|20,Mower County,43.666249,-92.759514,11,841,1,65,22,640,19,15,0,14
AUSTIN W-1 P-3|25,Mower County,43.666249,-92.759514,0,24,0,3,0,27,0,2,0,1
AUSTIN W-2 P-1|30,Mower County,43.666249,-92.759514,13,783,0,52,13,721,11,32,3,7
AUSTIN W-2 P-2|35,Mower County,43.666249,-92.759514,2,1088,1,67,24,1036,14,54,2,9
AUSTIN W-3 P-1|50,Mower County,43.666249,-92.759514,5,575,0,43,24,473,7,18,3,10
AUSTIN W-3 P-2|55,Mower County,43.666249,-92.759514,8,827,2,59,19,739,14,27,2,9
BENNINGTON TWP.|75,Mower County,43.666249,-92.759514,0,18,0,2,0,61,2,3,0,1
BROWNSDALE|80,Mower County,43.666249,-92.759514,3,114,0,18,2,201,2,8,1,2
CLAYTON TWP.|85,Mower County,43.666249,-92.759514,1,23,0,3,0,74,1,0,0,0
DEXTER TWP.|95,Mower County,43.666249,-92.759514,2,46,0,7,0,109,0,2,0,0
DEXTER|90,Mower County,43.666249,-92.759514,3,50,0,7,3,111,4,3,0,0
ELKTON|100,Mower County,43.666249,-92.759514,0,22,0,2,1,44,0,3,0,1
FRANKFORD TWP.|105,Mower County,43.666249,-92.759514,1,53,1,6,3,150,0,7,0,1
GRAND MEADOW TWP.|115,Mower County,43.666249,-92.759514,0,37,0,7,2,127,0,6,0,1
GRAND MEADOW|110,Mower County,43.666249,-92.759514,1,163,0,18,5,337,2,6,0,3
LANSING TWP.|120,Mower County,43.666249,-92.759514,2,193,1,23,5,291,4,13,0,3
LE ROY TWP.|130,Mower County,43.666249,-92.759514,1,56,0,6,1,135,0,6,0,0
LE ROY|125,Mower County,43.666249,-92.759514,3,136,0,15,2,321,5,15,1,3
LODI TWP.|135,Mower County,43.666249,-92.759514,0,39,0,1,0,92,1,0,0,0
LYLE TWP.|145,Mower County,43.666249,-92.759514,0,65,0,4,1,132,1,2,0,0
LYLE|140,Mower County,43.666249,-92.759514,0,90,0,11,3,137,1,5,0,4
MAPLEVIEW|150,Mower County,43.666249,-92.759514,0,32,0,0,1,29,0,0,0,2
MARSHALL TWP.|155,Mower County,43.666249,-92.759514,1,56,0,10,1,116,1,1,0,0
NEVADA TWP.|160,Mower County,43.666249,-92.759514,0,65,0,4,2,128,1,2,0,1
PLEASANT VALLEY|165,Mower County,43.666249,-92.759514,3,37,0,11,1,111,3,7,0,0
RACINE TWP.|175,Mower County,43.666249,-92.759514,3,68,0,15,4,177,0,1,0,1
RACINE|170,Mower County,43.666249,-92.759514,1,43,0,10,4,146,0,4,0,0
RED ROCK TWP.|180,Mower County,43.666249,-92.759514,3,147,0,14,3,249,4,8,0,1
ROSE CREEK|185,Mower County,43.666249,-92.759514,0,78,0,4,0,105,1,2,0,0
SARGEANT TWP.|195,Mower County,43.666249,-92.759514,0,35,0,7,0,128,0,1,0,0
SARGEANT|190,Mower County,43.666249,-92.759514,0,10,0,2,0,16,0,0,0,0
TAOPI|200,Mower County,43.666249,-92.759514,0,13,0,0,0,4,0,0,0,0
UDOLPHO TWP.|205,Mower County,43.666249,-92.759514,1,105,0,10,2,136,3,5,0,0
WALTHAM TWP.|215,Mower County,43.666249,-92.759514,0,47,0,19,0,141,4,3,0,1
WALTHAM|210,Mower County,43.666249,-92.759514,0,28,0,5,0,46,1,1,0,1
WINDOM TWP.|220,Mower County,43.666249,-92.759514,1,98,0,8,3,152,0,5,0,1
AVOCA|5,Murray County,44.015594,-95.761581,1,12,0,4,0,44,2,1,0,2
BELFAST TWP|10,Murray County,44.015594,-95.761581,0,32,0,7,0,68,0,2,0,1
BONDIN TWP|15,Murray County,44.015594,-95.761581,2,28,0,7,2,124,1,4,0,0
CAMERON TWP|20,Murray County,44.015594,-95.761581,0,16,0,1,0,46,0,0,0,0
CHANARAMBIE TWP|25,Murray County,44.015594,-95.761581,0,17,0,6,0,85,0,2,0,0
CHANDLER|30,Murray County,44.015594,-95.761581,1,11,0,1,0,97,0,1,0,1
CURRIE|35,Murray County,44.015594,-95.761581,2,52,0,3,0,56,0,2,0,2
DES MOINES RIVER|40,Murray County,44.015594,-95.761581,0,21,0,3,0,59,0,2,0,0
DOVRAY CITY|46,Murray County,44.015594,-95.761581,0,15,0,2,0,24,0,2,0,0
DOVRAY TWP|45,Murray County,44.015594,-95.761581,0,22,0,5,0,66,0,0,0,0
ELLSBOROUGH TWP|50,Murray County,44.015594,-95.761581,0,17,0,2,0,65,0,2,0,2
FENTON TWP|55,Murray County,44.015594,-95.761581,0,15,0,2,0,80,0,3,0,0
FULDA|60,Murray County,44.015594,-95.761581,1,210,0,30,3,389,5,14,0,4
HADLEY|65,Murray County,44.015594,-95.761581,0,21,0,1,1,12,0,1,0,0
HOLLY TWP|70,Murray County,44.015594,-95.761581,1,12,0,2,0,38,1,2,0,0
IONA TWP|80,Murray County,44.015594,-95.761581,0,20,0,5,0,51,1,0,0,0
IONA|75,Murray County,44.015594,-95.761581,0,18,0,6,0,43,1,1,0,1
LAKE SARAH TWP|85,Murray County,44.015594,-95.761581,1,67,0,9,1,155,2,6,0,1
LAKE WILSON|90,Murray County,44.015594,-95.761581,1,43,0,8,0,84,0,3,0,2
LEEDS TWP|95,Murray County,44.015594,-95.761581,0,15,0,7,1,92,0,3,0,0
LIME LAKE TWP|100,Murray County,44.015594,-95.761581,0,20,0,7,0,80,1,3,0,0
LOWVILLE TWP|105,Murray County,44.015594,-95.761581,0,29,0,6,0,68,0,0,0,0
MASON TWP|110,Murray County,44.015594,-95.761581,1,45,0,9,7,113,1,5,0,0
MOULTON TWP|115,Murray County,44.015594,-95.761581,0,8,0,2,0,104,1,7,0,0
MURRAY TWP|120,Murray County,44.015594,-95.761581,1,25,0,4,0,65,2,0,0,0
SHETEK TWP|125,Murray County,44.015594,-95.761581,0,63,0,4,0,131,0,3,1,0
SKANDIA TWP|130,Murray County,44.015594,-95.761581,0,20,0,3,0,41,2,3,0,0
SLAYTON CITY|135,Murray County,44.015594,-95.761581,7,373,1,50,5,560,3,30,0,4
SLAYTON TWP|140,Murray County,44.015594,-95.761581,1,48,0,7,2,134,3,4,0,0
BELGRADE TOWNSHIP|5,Nicollet County,44.358819,-94.245685,0,236,1,32,8,376,8,12,0,3
BERNADOTTE TOWNSHIP|10,Nicollet County,44.358819,-94.245685,0,40,0,3,1,102,0,5,0,1
BRIGHTON TOWNSHIP|15,Nicollet County,44.358819,-94.245685,0,13,0,4,1,54,1,1,0,1
CITY OF COURTLAND|20,Nicollet County,44.358819,-94.245685,1,88,0,20,5,291,5,8,0,0
CITY OF LAFAYETTE|35,Nicollet County,44.358819,-94.245685,2,60,0,19,3,172,0,8,0,1
CITY OF NICOLLET|60,Nicollet County,44.358819,-94.245685,2,173,0,31,8,395,3,9,1,3
COURTLAND TOWNSHIP|25,Nicollet County,44.358819,-94.245685,3,68,0,10,3,260,2,6,0,3
GRANBY TOWNSHIP|30,Nicollet County,44.358819,-94.245685,0,33,0,4,0,115,0,3,0,0
LAFAYETTE TOWNSHIP|40,Nicollet County,44.358819,-94.245685,0,102,0,16,4,280,0,7,0,1
LAKE PRAIRIE TOWNSHIP|45,Nicollet County,44.358819,-94.245685,0,141,0,20,5,228,6,10,1,0
MANKATO W-2 P-30|50,Nicollet County,44.358819,-94.245685,0,0,0,0,0,0,0,0,0,0
NEW SWEDEN TOWNSHIP|55,Nicollet County,44.358819,-94.245685,2,38,0,3,2,110,0,8,0,1
NICOLLET TOWNSHIP|65,Nicollet County,44.358819,-94.245685,0,86,0,6,1,215,0,2,0,1
NORTH MANKATO P-1|70,Nicollet County,44.358819,-94.245685,5,574,0,68,23,406,8,16,1,6
NORTH MANKATO P-2|75,Nicollet County,44.358819,-94.245685,4,498,1,56,25,452,5,14,0,9
NORTH MANKATO P-3|80,Nicollet County,44.358819,-94.245685,7,541,1,44,15,435,22,15,0,9
NORTH MANKATO P-4|85,Nicollet County,44.358819,-94.245685,5,623,0,45,11,535,21,31,0,6
NORTH MANKATO P-5|90,Nicollet County,44.358819,-94.245685,5,568,3,67,21,688,20,39,0,9
NORTH MANKATO P-6|95,Nicollet County,44.358819,-94.245685,4,605,2,55,20,663,9,14,0,2
NORTH MANKATO P-7|100,Nicollet County,44.358819,-94.245685,1,119,0,13,1,181,2,3,0,1
OSHAWA TOWNSHIP|110,Nicollet County,44.358819,-94.245685,2,131,0,13,7,162,5,9,0,0
RIDGELY TOWNSHIP|115,Nicollet County,44.358819,-94.245685,1,18,0,0,0,37,0,5,0,1
ST PETER W-1 P-1|120,Nicollet County,44.358819,-94.245685,6,688,0,77,24,612,16,24,2,9
ST PETER W-1 P-2|125,Nicollet County,44.358819,-94.245685,3,818,1,60,18,607,20,38,2,7
ST PETER W-2 P-1|130,Nicollet County,44.358819,-94.245685,4,810,3,85,30,319,14,10,2,8
ST PETER W-2 P-2|135,Nicollet County,44.358819,-94.245685,7,699,2,70,14,429,14,30,0,4
TRAVERSE TOWNSHIP|140,Nicollet County,44.358819,-94.245685,0,69,0,4,0,125,1,3,0,1
WEST NEWTON TOWNSHIP|145,Nicollet County,44.358819,-94.245685,0,47,0,6,0,188,0,6,0,1
ADRIAN|5,Nobles County,43.677686,-95.763132,4,151,0,11,3,339,2,20,1,2
BIGELOW TWP.|15,Nobles County,43.677686,-95.763132,0,51,0,6,0,152,1,5,0,1
BIGELOW|10,Nobles County,43.677686,-95.763132,2,29,0,5,0,64,0,2,0,2
BLOOM TWP.|20,Nobles County,43.677686,-95.763132,0,26,0,8,0,63,0,0,0,0
BREWSTER|25,Nobles County,43.677686,-95.763132,0,70,0,10,2,133,0,4,0,2
DEWALD TWP.|30,Nobles County,43.677686,-95.763132,1,35,1,2,0,110,0,1,0,0
DUNDEE|35,Nobles County,43.677686,-95.763132,0,14,0,1,0,22,0,0,0,0
ELK TWP.|40,Nobles County,43.677686,-95.763132,0,36,0,4,0,110,0,3,0,3
ELLSWORTH|45,Nobles County,43.677686,-95.763132,1,40,0,7,2,172,1,0,0,0
GRAHAM LAKES TWP.|50,Nobles County,43.677686,-95.763132,1,39,0,6,2,82,1,2,0,0
GRAND PRAIRIE TWP.|55,Nobles County,43.677686,-95.763132,1,8,0,4,0,106,0,0,0,0
HERSEY TWP.|60,Nobles County,43.677686,-95.763132,0,24,0,5,1,84,1,1,0,0
INDIAN LAKE TWP.|65,Nobles County,43.677686,-95.763132,0,24,0,5,1,89,2,5,0,0
KINBRAE|70,Nobles County,43.677686,-95.763132,0,2,0,0,0,4,0,1,0,0
LARKIN TWP.|75,Nobles County,43.677686,-95.763132,1,18,0,1,1,73,0,0,0,1
LEOTA TWP.|80,Nobles County,43.677686,-95.763132,2,19,0,3,0,219,1,2,0,0
LISMORE TWP.|90,Nobles County,43.677686,-95.763132,1,14,0,1,0,56,0,0,0,0
LISMORE|85,Nobles County,43.677686,-95.763132,0,28,0,2,0,80,0,0,0,0
LITTLE ROCK TWP.|95,Nobles County,43.677686,-95.763132,0,7,0,2,0,82,0,2,0,0
LORAIN TWP.|100,Nobles County,43.677686,-95.763132,0,38,0,7,2,121,1,4,0,0
OLNEY TWP.|105,Nobles County,43.677686,-95.763132,2,15,0,3,0,75,0,1,0,0
RANSOM TWP.|110,Nobles County,43.677686,-95.763132,1,24,0,1,1,90,0,5,0,1
ROUND LAKE|115,Nobles County,43.677686,-95.763132,2,34,0,8,0,127,0,3,0,2
RUSHMORE|120,Nobles County,43.677686,-95.763132,0,44,0,6,0,140,0,2,2,2
SEWARD TWP.|125,Nobles County,43.677686,-95.763132,1,25,0,2,0,91,1,2,0,0
SUMMIT LAKE TWP.|130,Nobles County,43.677686,-95.763132,0,46,0,7,1,130,1,2,0,1
WESTSIDE TWP.|135,Nobles County,43.677686,-95.763132,1,12,0,5,2,82,1,2,0,1
WILMONT TWP.|145,Nobles County,43.677686,-95.763132,3,16,0,2,0,85,0,2,0,0
WILMONT|140,Nobles County,43.677686,-95.763132,1,37,0,5,2,123,0,2,0,3
WORTHINGTON TWP.|190,Nobles County,43.677686,-95.763132,0,39,0,8,1,139,3,2,0,0
WORTHINGTON W-1 P-1|150,Nobles County,43.677686,-95.763132,1,185,0,13,2,246,1,12,0,4
WORTHINGTON W-1 P-2|155,Nobles County,43.677686,-95.763132,3,130,0,14,1,152,0,9,0,1
WORTHINGTON W-1 P-3|160,Nobles County,43.677686,-95.763132,1,137,0,13,3,102,0,5,0,1
WORTHINGTON W-1 P-4|165,Nobles County,43.677686,-95.763132,1,90,0,7,1,73,1,2,0,2
WORTHINGTON W-1 P-5|166,Nobles County,43.677686,-95.763132,3,198,1,9,2,158,6,4,0,3
WORTHINGTON W-2 P-1|170,Nobles County,43.677686,-95.763132,1,329,0,18,2,551,6,28,0,4
WORTHINGTON W-2 P-2|175,Nobles County,43.677686,-95.763132,1,132,2,6,1,147,3,2,0,2
WORTHINGTON W-2 P-3|180,Nobles County,43.677686,-95.763132,3,141,0,10,3,129,1,7,0,2
WORTHINGTON W-2 P-4|185,Nobles County,43.677686,-95.763132,1,167,0,14,3,147,4,9,0,4
WORTHINGTON W-2 P-5|186,Nobles County,43.677686,-95.763132,1,259,0,17,1,351,3,15,0,1
ADA W-1|5,Norman County,47.32947,-96.463807,1,151,0,13,3,260,1,5,1,1
ADA W-2|10,Norman County,47.32947,-96.463807,2,141,0,18,10,236,4,6,0,2
ANTHONY TWP.|15,Norman County,47.32947,-96.463807,0,11,0,0,0,20,0,0,0,0
BEAR PARK TWP.|20,Norman County,47.32947,-96.463807,1,41,0,0,0,55,0,2,0,0
BORUP|25,Norman County,47.32947,-96.463807,0,17,0,5,0,13,0,0,0,0
FLOM TWP.|30,Norman County,47.32947,-96.463807,0,60,0,5,1,48,1,1,1,1
FOSSUM TWP.|35,Norman County,47.32947,-96.463807,0,36,1,6,0,31,0,2,0,1
GARY|40,Norman County,47.32947,-96.463807,1,44,0,4,1,43,0,0,0,1
GOOD HOPE TWP.|45,Norman County,47.32947,-96.463807,0,6,0,1,1,8,0,0,0,0
GREEN MEADOW TWP.|50,Norman County,47.32947,-96.463807,1,17,0,2,2,30,0,0,0,1
HALSTAD TWP.|60,Norman County,47.32947,-96.463807,0,12,0,2,0,38,0,0,0,0
HALSTAD|55,Norman County,47.32947,-96.463807,2,103,0,18,3,101,4,2,1,0
HEGNE TWP.|65,Norman County,47.32947,-96.463807,0,10,0,1,0,18,1,0,0,0
HENDRUM TWP.|75,Norman County,47.32947,-96.463807,0,19,0,0,0,24,2,3,0,0
HENDRUM|70,Norman County,47.32947,-96.463807,0,51,0,10,1,93,4,3,0,2
HOME LAKE TWP.|80,Norman County,47.32947,-96.463807,0,15,0,2,0,46,2,1,0,1
LAKE IDA TWP.|85,Norman County,47.32947,-96.463807,1,38,0,0,0,52,1,0,0,0
LEE TWP.|90,Norman County,47.32947,-96.463807,0,37,0,10,0,21,1,1,0,2
LOCKHART TWP.|95,Norman County,47.32947,-96.463807,0,8,0,3,0,23,0,0,0,0
MARY TWP.|105,Norman County,47.32947,-96.463807,0,20,0,1,0,19,0,0,0,0
MCDONALDSVILLE TWP.|100,Norman County,47.32947,-96.463807,0,23,1,4,0,70,0,1,0,2
PERLEY|110,Norman County,47.32947,-96.463807,1,14,0,10,2,13,0,1,0,0
PLEASANT VIEW TWP.|115,Norman County,47.32947,-96.463807,0,30,0,4,1,33,0,0,0,0
ROCKWELL TWP.|120,Norman County,47.32947,-96.463807,0,13,0,3,1,19,1,0,0,0
SHELLY TWP.|130,Norman County,47.32947,-96.463807,0,20,0,2,0,23,0,1,0,0
SHELLY|125,Norman County,47.32947,-96.463807,0,30,0,1,0,54,1,0,0,0
SPRING CREEK TWP.|135,Norman County,47.32947,-96.463807,0,6,0,2,0,14,1,0,0,0
STRAND TWP.|140,Norman County,47.32947,-96.463807,0,25,0,4,0,23,0,0,0,1
SUNDAL TWP.|145,Norman County,47.32947,-96.463807,1,26,0,3,0,33,0,1,1,2
TWIN VALLEY|150,Norman County,47.32947,-96.463807,1,156,0,12,1,146,2,3,0,1
WAUKON TWP.|155,Norman County,47.32947,-96.463807,0,23,0,5,0,12,0,2,0,0
WILD RICE TWP.|160,Norman County,47.32947,-96.463807,2,51,0,7,2,70,2,5,0,0
WINCHESTER TWP.|165,Norman County,47.32947,-96.463807,0,10,0,3,0,10,1,1,0,0
